DOI,Classification
10.1039/d2ta00503d,Chemical synthesis
10.1039/d2ta00603k,Functional materials
10.1039/d2ta01925f,Functional materials
10.1039/d2ta02070j,Chemical synthesis
10.1039/d2ta02074b,Functional materials
10.1039/d2ta02708a,Functional materials
10.1039/d2ta02948k,Functional materials
10.1039/d2ta02962f,Functional materials
10.1039/d2ta03216c,Functional materials
10.1039/d2ta03524c,Functional materials
10.1039/d2ta04164b,Functional materials
10.1039/d2ta06652a,Functional materials
10.1039/d2ta06741b,Functional materials
10.1039/d2ta07042a,Theory & modeling
10.1039/d2ta07219j,Crystal engineering
10.1039/d2ta08092c,Functional materials
10.1039/d2ta08921a,Functional materials
10.1039/d2ta08934c,Functional materials
10.1039/d2ta09376f,Functional materials
10.1039/d2ta09932b,Chemical synthesis
10.1039/d2ta09963b,Functional materials
10.1039/d2tc00022a,Functional materials
10.1039/d2tc00475e,Functional materials
10.1039/d2tc00920j,Functional materials
10.1039/d2tc01587k,Functional materials
10.1039/d2tc02494b,Functional materials
10.1039/d2tc02947b,Functional materials
10.1039/d2tc03020a,Functional materials
10.1039/d2tc03819f,Functional materials
10.1039/d2tc04460a,Functional materials
10.1039/d2tc04879e,Crystal engineering
10.1039/d3cc01685d,Functional materials
10.1039/d3cc01831h,Crystal engineering
10.1039/d3cc05087d,Crystal engineering
10.1039/d3ce00022b,Crystal engineering
10.1039/d3ce00039g,Crystal engineering
10.1039/d3ce00068k,Functional materials
10.1039/d3ce00106g,Theory & modeling
10.1039/d3ce00138e,Crystal engineering
10.1039/d3ce00166k,Crystal engineering
10.1039/d3ce00179b,Crystal engineering
10.1039/d3ce00228d,Functional materials
10.1039/d3ce00358b,Chemical synthesis
10.1039/d3ce00678f,Crystal engineering
10.1039/d3ce00778b,Functional materials
10.1039/d3ce00784g,Crystal engineering
10.1039/d3ce00865g,Crystal engineering
10.1039/d3ce00878a,Functional materials
10.1039/d3ce00881a,Crystal engineering
10.1039/d3ce01001e,Crystal engineering
10.1039/d3ce01034a,Functional materials
10.1039/d3ce01058a,Functional materials
10.1039/d3ce01060k,Crystal engineering
10.1039/d3ce01096a,Functional materials
10.1039/d3ce01097j,Functional materials
10.1039/d3ce01146a,Chemical synthesis
10.1039/d3ce01174g,Functional materials
10.1039/d3ce01285a,Crystal engineering
10.1039/d3cp01004j,Crystal engineering
10.1039/d3cp01063e,Functional materials
10.1039/d3cp01593a,Functional materials
10.1039/d3cp02601a,Theory & modeling
10.1039/d3cp02970k,Functional materials
10.1039/d3cy01105d,Chemical synthesis
10.1039/d3cy01244a,Functional materials
10.1039/d3cy01396k,Functional materials
10.1039/d3cy01709e,Functional materials
10.1039/d3dt00058c,Functional materials
10.1039/d3dt00367a,Functional materials
10.1039/d3dt00380a,Functional materials
10.1039/d3dt00389b,Functional materials
10.1039/d3dt00422h,Crystal engineering
10.1039/d3dt00660c,Functional materials
10.1039/d3dt00812f,Theory & modeling
10.1039/d3dt00890h,Functional materials
10.1039/d3dt00915g,Functional materials
10.1039/d3dt01087b,Functional materials
10.1039/d3dt01109g,Functional materials
10.1039/d3dt01785k,Functional materials
10.1039/d3dt01846f,Functional materials
10.1039/d3dt01975f,Functional materials
10.1039/d3dt01984e,Functional materials
10.1039/d3dt02236f,Functional materials
10.1039/d3dt02423g,Chemical synthesis
10.1039/d3dt02620e,Functional materials
10.1039/d3dt02681g,Functional materials
10.1039/d3dt02768f,Theory & modeling
10.1039/d3dt02822d,Functional materials
10.1039/d3dt03058j,Functional materials
10.1039/d3dt03096b,Chemical synthesis
10.1039/d3dt03218c,Functional materials
10.1039/d3dt03654e,Functional materials
10.1039/d3dt03867j,Crystal engineering
10.1039/d3dt03939k,Functional materials
10.1039/d3dt04338j,Functional materials
10.1039/d3gc02521g,Crystal engineering
10.1039/d3gc02774k,Chemical synthesis
10.1039/d3gc04697d,Functional materials
10.1039/d3me00047h,Functional materials
10.1039/d3me00145h,Crystal engineering
10.1039/d3mh01396k,Theory & modeling
10.1039/d3mh01921g,Chemical synthesis
10.1039/d3na00805c,Functional materials
10.1039/d3nj00066d,Functional materials
10.1039/d3nj00160a,Theory & modeling
10.1039/d3nj00610g,Functional materials
10.1039/d3nj01358h,Functional materials
10.1039/d3nj01395b,Functional materials
10.1039/d3nj02728g,Functional materials
10.1039/d3nj02770h,Chemical synthesis
10.1039/d3nj03410k,Crystal engineering
10.1039/d3nj03643j,Functional materials
10.1039/d3nj03663d,Functional materials
10.1039/d3nj03772j,Functional materials
10.1039/d3nj03914e,Functional materials
10.1039/d3nj04256a,Functional materials
10.1039/d3nj04302a,Chemical synthesis
10.1039/d3nj04569b,Functional materials
10.1039/d3nj04709a,Functional materials
10.1039/d3nj05008d,Functional materials
10.1039/d3nj05251f,Functional materials
10.1039/d3nj05260e,Functional materials
10.1039/d3nj05262a,Functional materials
10.1039/d3nj05650c,Functional materials
10.1039/d3nr01994b,Functional materials
10.1039/d3qi00018d,Crystal engineering
10.1039/d3qi00102d,Functional materials
10.1039/d3qi00217a,Functional materials
10.1039/d3qi00251a,Functional materials
10.1039/d3qi00391d,Chemical synthesis
10.1039/d3qi00731f,Functional materials
10.1039/d3qi01120h,Functional materials
10.1039/d3qi01567j,Functional materials
10.1039/d3qi01941a,Functional materials
10.1039/d3qi02482b,Functional materials
10.1039/d3qi02527f,Chemical synthesis
10.1039/d3qo01690k,Chemical synthesis
10.1039/d3ra00004d,Functional materials
10.1039/d3ra01020a,Chemical synthesis
10.1039/d3ra01164j,Chemical synthesis
10.1039/d3ra01175e,Functional materials
10.1039/d3ra01571h,Functional materials
10.1039/d3ra01788e,Functional materials
10.1039/d3ra03438k,Chemical synthesis
10.1039/d3ra06749a,Functional materials
10.1039/d3ra07120k,Functional materials
10.1039/d3ra08873a,Theory & modeling
10.1039/d3re00387f,Functional materials
10.1039/d3re00492a,Chemical synthesis
10.1039/d3sc01550e,Functional materials
10.1039/d3sc02257a,Functional materials
10.1039/d3sc02622a,Functional materials
10.1039/d3sc03089j,Chemical synthesis
10.1039/d3sc03659f,Functional materials
10.1039/d3sc04171a,Crystal engineering
10.1039/d3sc04218a,Theory & modeling
10.1039/d3sc06140j,Functional materials
10.1039/d3sc06734c,Chemical synthesis
10.1039/d3se00277b,Functional materials
10.1039/d3sm01100c,Functional materials
10.1039/d3sm01658g,Chemical synthesis
10.1039/d3ta00044c,Functional materials
10.1039/d3ta01233f,Functional materials
10.1039/d3ta01574b,Crystal engineering
10.1039/d3ta01927f,Chemical synthesis
10.1039/d3ta01930f,Crystal engineering
10.1039/d3ta02229c,Functional materials
10.1039/d3ta03852a,Functional materials
10.1039/d3ta04490d,Crystal engineering
10.1039/d3ta04553f,Functional materials
10.1039/d3ta04647h,Theory & modeling
10.1039/d3ta05219b,Chemical synthesis
10.1039/d3ta05228a,Functional materials
10.1039/d3ta05235d,Functional materials
10.1039/d3ta05299k,Chemical synthesis
10.1039/d3ta05397k,Functional materials
10.1039/d3ta06529d,Functional materials
10.1039/d3ta06704a,Functional materials
10.1039/d3ta06719j,Functional materials
10.1039/d3ta07024g,Crystal engineering
10.1039/d3ta07163d,Chemical synthesis
10.1039/d3ta07616d,Chemical synthesis
10.1039/d3ta07946e,Crystal engineering
10.1039/d3tb00126a,Functional materials
10.1039/d3tb01819a,Functional materials
10.1039/d3tc01879b,Functional materials
10.1039/d3tc02088f,Chemical synthesis
10.1039/d3tc02778c,Crystal engineering
10.1039/d3tc03775d,Functional materials
10.1039/d3tc04175a,Functional materials
10.1039/d3tc04365g,Crystal engineering
10.1039/d3tc04492k,Functional materials
10.1039/d4cc00775a,Chemical synthesis
10.1039/d4cc01629g,Theory & modeling
10.1039/d4cc01706d,Functional materials
10.1039/d4cc01985g,Functional materials
10.1039/d4cc02063d,Functional materials
10.1039/d4cc02088j,Theory & modeling
10.1039/d4cc02433h,Functional materials
10.1039/d4cc03138e,Crystal engineering
10.1039/d4cc03453h,Functional materials
10.1039/d4cc03456b,Chemical synthesis
10.1039/d4cc05516k,Functional materials
10.1039/d4cc06570k,Theory & modeling
10.1039/d4cc06812b,Theory & modeling
10.1039/d4ce00008k,Functional materials
10.1039/d4ce00041b,Crystal engineering
10.1039/d4ce00096j,Functional materials
10.1039/d4ce00168k,Chemical synthesis
10.1039/d4ce00332b,Crystal engineering
10.1039/d4ce00399c,Functional materials
10.1039/d4ce00455h,Functional materials
10.1039/d4ce00466c,Theory & modeling
10.1039/d4ce00592a,Crystal engineering
10.1039/d4ce00621f,Functional materials
10.1039/d4ce00691g,Crystal engineering
10.1039/d4ce00723a,Crystal engineering
10.1039/d4ce00905c,Functional materials
10.1039/d4ce00935e,Crystal engineering
10.1039/d4ce01006j,Functional materials
10.1039/d4ce01050g,Functional materials
10.1039/d4ce01187b,Crystal engineering
10.1039/d4cp01979b,Chemical synthesis
10.1039/d4cp02422b,Theory & modeling
10.1039/d4cy00218k,Functional materials
10.1039/d4cy00618f,Crystal engineering
10.1039/d4cy00892h,Functional materials
10.1039/d4cy00969j,Theory & modeling
10.1039/d4dt00209a,Functional materials
10.1039/d4dt00372a,Chemical synthesis
10.1039/d4dt00626g,Crystal engineering
10.1039/d4dt00880d,Functional materials
10.1039/d4dt00894d,Functional materials
10.1039/d4dt00986j,Functional materials
10.1039/d4dt01100g,Functional materials
10.1039/d4dt01150c,Functional materials
10.1039/d4dt01251h,Functional materials
10.1039/d4dt01554a,Functional materials
10.1039/d4dt01667j,Functional materials
10.1039/d4dt01671h,Chemical synthesis
10.1039/d4dt01701c,Functional materials
10.1039/d4dt01729c,Crystal engineering
10.1039/d4dt02143f,Functional materials
10.1039/d4dt02609h,Crystal engineering
10.1039/d4dt02645d,Functional materials
10.1039/d4dt02943g,Functional materials
10.1039/d4dt03382e,Functional materials
10.1039/d4en00066h,Functional materials
10.1039/d4gc00569d,Chemical synthesis
10.1039/d4gc00865k,Chemical synthesis
10.1039/d4gc01350f,Chemical synthesis
10.1039/d4gc02189d,Functional materials
10.1039/d4gc03302g,Chemical synthesis
10.1039/d4gc06360k,Chemical synthesis
10.1039/d4na00151f,Functional materials
10.1039/d4na00643g,Chemical synthesis
10.1039/d4na00907j,Functional materials
10.1039/d4na01055h,Chemical synthesis
10.1039/d4nj00076e,Functional materials
10.1039/d4nj00285g,Functional materials
10.1039/d4nj01197j,Functional materials
10.1039/d4nj01335b,Functional materials
10.1039/d4nj01567c,Functional materials
10.1039/d4nj01657b,Functional materials
10.1039/d4nj02641a,Functional materials
10.1039/d4nj03197k,Theory & modeling
10.1039/d4nj04487h,Functional materials
10.1039/d4nj04561k,Functional materials
10.1039/d4nj04856c,Functional materials
10.1039/d4nj05056h,Functional materials
10.1039/d4nj05061d,Functional materials
10.1039/d4nj05286b,Functional materials
10.1039/d4nr02857k,Functional materials
10.1039/d4nr03070b,Crystal engineering
10.1039/d4ob00744a,Functional materials
10.1039/d4qi00113c,Crystal engineering
10.1039/d4qi00436a,Functional materials
10.1039/d4qi00692e,Functional materials
10.1039/d4qi00968a,Functional materials
10.1039/d4qi00975d,Functional materials
10.1039/d4qi01043d,Functional materials
10.1039/d4qi01105h,Functional materials
10.1039/d4qi01273a,Functional materials
10.1039/d4qi01366b,Functional materials
10.1039/d4qi01368a,Chemical synthesis
10.1039/d4qi01463d,Crystal engineering
10.1039/d4qi02324b,Functional materials
10.1039/d4qi03110e,Functional materials
10.1039/d4ra00493k,Functional materials
10.1039/d4ra00500g,Functional materials
10.1039/d4ra00914b,Functional materials
10.1039/d4ra01163e,Functional materials
10.1039/d4ra01846j,Theory & modeling
10.1039/d4ra02099e,Functional materials
10.1039/d4ra03468f,Chemical synthesis
10.1039/d4ra03539a,Functional materials
10.1039/d4ra03830d,Functional materials
10.1039/d4ra04637d,Functional materials
10.1039/d4ra07458k,Functional materials
10.1039/d4ra07521h,Functional materials
10.1039/d4ra08614g,Functional materials
10.1039/d4sc01918k,Chemical synthesis
10.1039/d4sc03524k,Crystal engineering
10.1039/d4sc03973d,Functional materials
10.1039/d4sc04105d,Functional materials
10.1039/d4sc04589k,Theory & modeling
10.1039/d4sc04619f,Functional materials
10.1039/d4sc05558f,Theory & modeling
10.1039/d4sc06528j,Chemical synthesis
10.1039/d4sc07025a,Chemical synthesis
10.1039/d4sc07959k,Crystal engineering
10.1039/d4sc07985j,Chemical synthesis
10.1039/d4ta00491d,Functional materials
10.1039/d4ta00507d,Functional materials
10.1039/d4ta01298d,Functional materials
10.1039/d4ta01716a,Functional materials
10.1039/d4ta02068e,Chemical synthesis
10.1039/d4ta03126a,Theory & modeling
10.1039/d4ta03374d,Functional materials
10.1039/d4ta05318d,Functional materials
10.1039/d4ta05554c,Functional materials
10.1039/d4ta06814a,Functional materials
10.1039/d4ta06869f,Functional materials
10.1039/d4ta07509a,Functional materials
10.1039/d4ta07808j,Functional materials
10.1039/d4ta08472a,Functional materials
10.1039/d4tb00329b,Functional materials
10.1039/d4tb01206b,Functional materials
10.1039/d4tb01303d,Functional materials
10.1039/d4tb01944j,Functional materials
10.1039/d4tc00862f,Functional materials
10.1039/d4tc01957a,Functional materials
10.1039/d4tc02806f,Crystal engineering
10.1039/d4tc03221g,Functional materials
10.1039/d4tc03444a,Functional materials
10.1039/d4tc04758c,Functional materials
10.1039/d5ce00161g,Functional materials
10.1039/d5ce00247h,Crystal engineering
10.1039/d5ce00304k,Crystal engineering
10.1039/d5dt00284b,Functional materials
10.1039/d5dt00459d,Functional materials
10.1039/d5dt00801h,Functional materials
10.1039/d5dt00825e,Functional materials
10.1039/d5gc01029b,Chemical synthesis
10.1039/d5gc01697e,Functional materials
10.1039/d5na00087d,Functional materials
10.1039/d5nj00024f,Functional materials
10.1039/d5nj02067k,Functional materials
10.1039/d5qi00261c,Functional materials
10.1039/d5ra00355e,Functional materials
10.1039/d5ra00392j,Chemical synthesis
10.1039/d5ra00509d,Functional materials
10.1039/d5ra01942g,Functional materials
10.1039/d5ra02661j,Functional materials
10.1039/d5ra02959g,Theory & modeling
10.1039/d5re00061k,Functional materials
10.1039/d5sc02585k,Functional materials
10.1039/d5ta00974j,Functional materials
10.1039/d5ta01362c,Theory & modeling
10.1107/s1600536809030177,Crystal engineering
10.1107/s160053680904269x,Crystal engineering
10.1107/s2053229614022256,Crystal engineering
10.1107/s2053229615012115,Crystal engineering
10.1107/s2053273314019573,Crystal engineering
10.1111/j.1551-2916.2010.03824.x,Chemical synthesis
10.1111/jace.18672,Functional materials
10.1134/s0020168515020181,Functional materials
10.1134/s0036023609080208,Theory & modeling
10.1134/s0036023611100159,Crystal engineering
10.1134/s0036023612070133,Crystal engineering
10.1134/s0036023613130032,Crystal engineering
10.1134/s0036023622602872,Crystal engineering
10.1134/s0036023622700097,Functional materials
10.1134/s0036023623600946,Functional materials
10.1134/s0036023624600060,Crystal engineering
10.1134/s0036023624601119,Functional materials
10.1134/s0036024415110084,Functional materials
10.1134/s0036024417070160,Functional materials
10.1134/s0965544110030011,Theory & modeling
10.1134/s0965544123060257,Functional materials
10.1134/s1063774516050072,Crystal engineering
10.1134/s1063774517070161,Crystal engineering
10.1134/s1068162023020036,Functional materials
10.1134/s1070328409120100,Crystal engineering
10.1134/s1070328410060059,Crystal engineering
10.1134/s1070328411020035,Crystal engineering
10.1134/s1070328411020047,Crystal engineering
10.1134/s1070328411030031,Crystal engineering
10.1134/s1070328411060121,Crystal engineering
10.1134/s1070328411120116,Crystal engineering
10.1134/s107032841202008x,Crystal engineering
10.1134/s107032841206005x,Crystal engineering
10.1134/s1070328413030056,Crystal engineering
10.1134/s107032841306002x,Crystal engineering
10.1134/s1070328414110086,Crystal engineering
10.1134/s1070328414120082,Crystal engineering
10.1134/s1070328415050036,Crystal engineering
10.1134/s1070328415060068,Crystal engineering
10.1134/s1070328415060081,Crystal engineering
10.1134/s107032841510005x,Crystal engineering
10.1134/s1070328416020020,Crystal engineering
10.1134/s1070328416080054,Crystal engineering
10.1134/s1070328416110051,Crystal engineering
10.1134/s1070328417040091,Functional materials
10.1134/s1070328417050013,Functional materials
10.1134/s1070328417060033,Chemical synthesis
10.1134/s1070328417070065,Crystal engineering
10.1134/s1070328417100086,Crystal engineering
10.1134/s1070328417110100,Crystal engineering
10.1134/s1070363207040354,Theory & modeling
10.1134/s1070363215070075,Functional materials
10.1134/s1070428016120022,Functional materials
10.1155/2021/3138436,Functional materials
10.1186/s11671-016-1529-z,Functional materials
10.1186/s11671-016-1798-6,Functional materials
10.1186/s11671-017-2376-2,Functional materials
10.1186/s11671-023-03883-9,Functional materials
10.1186/s11671-024-04152-z,Functional materials
10.1186/s13065-018-0446-x,Functional materials
10.1186/s13065-022-00821-1,Functional materials
10.1186/s13065-022-00886-y,Functional materials
10.14102/j.cnki.0254-5861.2011-1030,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1379,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1513,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1518,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1689,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1735,Crystal engineering
10.14102/j.cnki.0254-5861.2011-1786,Crystal engineering
10.14102/j.cnki.0254-5861.2011-2103,Crystal engineering
10.14102/j.cnki.0254-5861.2011-2220,Crystal engineering
10.14102/j.cnki.0254-5861.2011-2763,Functional materials
