doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1039/c1ce05369h,downloaded\10.1039_c1ce05369h.pdf,SI downloaded\10.1039_c1ce05369h_SI.pdf,mof_json_store\10.1039_c1ce05369h\raw_output.json,mof_json_store\10.1039_c1ce05369h\synthesis_004.json,no,,,803647,NaVO3,,"58.0 mg, 0.1 mmol",0.1,mmol,CoCl2·6H2O,,,,,nan,,,,,"4,4'-dicarboxybiphenyl sulfone",H2SDBA,"30.6 mg, 0.1 mmol",0.1,mmol,"1,4-bis(imidazol-1-ylmethyl)benzene",bix,"23.8 mg, 0.1 mmol",0.1,mmol,,,,,,sodium hydroxide,,"8.0 mg, 0.2 mmol",0.2,mmol,,,,,,deionized water,H2O,15 mL,15.0,,,,,170.0,170 °C,96.0,4 days,Teflon-lined stainless steel autoclave (25 mL),,"water, ethanol",several times,,,,green block crystals,64.0,,hcb,,"a=10.1202(16), b=10.8830(17), c=13.409(2) Å, α=70.501(2)°, β=87.561(3)°, γ=76.947(3)°, P-1",,,yes,not_reported,300.0,,10.1039/c1ce05369h,ok,
10.1002/zaac.201100010,downloaded\10.1002_zaac.201100010.pdf,SI downloaded\10.1002_zaac.201100010_SI.pdf,mof_json_store\10.1002_zaac.201100010\raw_output.json,mof_json_store\10.1002_zaac.201100010\synthesis_001.json,no,,,805017,W12O40,,"0.08 g, 0.5 mmol",0.5,mmol,Cu(NO3)2,,,,,nan,,,,,"2-ethyl-1H-imidazole-4,5-dicarboxylic acid",H3EIDC,"0.1 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,sodium hydroxide,NaOH,to pH 7,,,,,,,,water,H2O,10 mL,10.0,,,,,140.0,140 °C,72.0,72 h,20 mL Teflon-lined autoclave,"stirred 10 min, then static",,,,,,colorless plate crystals,47.0,0.30 × 0.25 × 0.21 mm,,"Sr2+ eight-coordinate; 2D (4,4) layer","a=12.624(3) Å, b=13.526(3) Å, c=11.363(2) Å, β=99.81(3)°, Cc",,,not_reported,not_reported,213.0,luminescence,10.1002/zaac.201100010,ok,
10.1002/zaac.201100010,downloaded\10.1002_zaac.201100010.pdf,SI downloaded\10.1002_zaac.201100010_SI.pdf,mof_json_store\10.1002_zaac.201100010\raw_output.json,mof_json_store\10.1002_zaac.201100010\synthesis_002.json,no,,,805018,Na(OH),,"0.1 g, 0.5 mmol",0.5,mmol,nan,,,,,nan,,,,,"2-ethyl-1H-imidazole-4,5-dicarboxylic acid",H3EIDC,"0.1 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,sodium hydroxide,NaOH,to pH 7,,,,,,,,water,H2O,15 mL,15.0,,,,,125.0,125 °C,72.0,72 h,20 mL Teflon-lined autoclave,"stirred 10 min, then static",,,,,,colorless plate crystals,47.0,0.25 × 0.23 × 0.21 mm,,Pb2+ seven-coordinate; 2D corrugated layer,"a=9.776(2) Å, b=22.391(5) Å, c=10.049(2) Å, β=107.86(3)°, P21/n",,,not_reported,not_reported,107.0,luminescence,10.1002/zaac.201100010,ok,
10.1002/zaac.201100010,downloaded\10.1002_zaac.201100010.pdf,SI downloaded\10.1002_zaac.201100010_SI.pdf,mof_json_store\10.1002_zaac.201100010\raw_output.json,mof_json_store\10.1002_zaac.201100010\synthesis_003.json,no,,,805019,Co(NO3)2·6H2O,,"0.07 g, 0.5 mmol",0.5,mmol,nan,,,,,nan,,,,,"2-ethyl-1H-imidazole-4,5-dicarboxylic acid",H3EIDC,"0.1 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,10 mL,10.0,,,,,150.0,150 °C,72.0,72 h,20 mL Teflon-lined autoclave,"stirred 10 min, then static",,,,,,colorless plate crystals,47.0,0.30 × 0.20 × 0.20 mm,,AgI T-shaped nodes; 2D sheet via Ag···Ag contacts,"a=22.0494(17) Å, b=10.4582(7) Å, c=7.7398(6) Å, β=109.215(8)°, C2/c",,,not_reported,not_reported,226.0,luminescence,10.1002/zaac.201100010,ok,
10.1002/zaac.201100010,downloaded\10.1002_zaac.201100010.pdf,SI downloaded\10.1002_zaac.201100010_SI.pdf,mof_json_store\10.1002_zaac.201100010\raw_output.json,mof_json_store\10.1002_zaac.201100010\synthesis_004.json,no,,,805016,Zn(NO3)2·6H2O,,"0.07 g, 0.5 mmol",0.5,mmol,nan,,,,,nan,,,,,"2-ethyl-1H-imidazole-4,5-dicarboxylic acid",H3EIDC,"0.1 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,10 mL,10.0,,,,,150.0,150 °C,72.0,72 h,20 mL Teflon-lined autoclave,"stirred 10 min, then static",,,,,,colorless plate crystals,41.0,0.43 × 0.10 × 0.08 mm,,Ba2+ ten-coordinate; 3D framework with 1D channels,"a=4.4815(5) Å, b=16.03510(15) Å, c=12.16700(11) Å, β=98.6870(10)°, Pc",,,not_reported,not_reported,203.0,,10.1002/zaac.201100010,ok,
10.1039/c2dt31378b,downloaded\10.1039_c2dt31378b.pdf,SI downloaded\10.1039_c2dt31378b_SI.pdf,mof_json_store\10.1039_c2dt31378b\raw_output.json,mof_json_store\10.1039_c2dt31378b\synthesis_001.json,no,,,888402,ZnCl2,,"0.10 mmol, 0.024 g",0.1,mmol,nan,,,,,nan,,,,,"biphenyl-4,4'-dicarboxylic acid",H2dnbpdc,"0.10 mmol, 0.033 g",0.1,mmol,,,,,,,,,,,NaOH aqueous solution,,a drop of 0.1 M NaOH aqueous solution,,,,,,,,water,H2O,8 mL,8.0,,,,,180.0,180 °C,24.0,24 h,Teflon-lined autoclave,stirred 30 min before heating,DMF,,,,,pale-blue prism-shaped crystals,46.0,,,[Cu(OH)(COO)]n chains with mixed hydroxo/carboxylate bridges (2D network),"C2/c; a=29.7864(11), b=6.7861(2), c=18.4731(7) Å, β=122.9070(10)°",,,not_reported,not_reported,,,10.1039/c2dt31378b,ok,
10.1039/c2dt31378b,downloaded\10.1039_c2dt31378b.pdf,SI downloaded\10.1039_c2dt31378b_SI.pdf,mof_json_store\10.1039_c2dt31378b\raw_output.json,mof_json_store\10.1039_c2dt31378b\synthesis_002.json,no,,,888403,CuI,,"0.10 mmol, 0.024 g",0.1,mmol,nan,,,,,nan,,,,,"biphenyl-4,4'-dicarboxylic acid",H2dnbpdc,"0.10 mmol, 0.033 g",0.1,mmol,"4,4′-bipyridyl",bipy,"0.05 mmol, 0.008 g",0.05,mmol,,,,,,NaOH aqueous solution,,a drop of 0.1 M NaOH aqueous solution,,,,,,,,water,H2O,4 mL,4.0,,,,,180.0,180 °C,24.0,24 h,Teflon-lined autoclave,stirred 30 min before heating,,,,,,blue-purple prism crystals,62.0,,,mononuclear CuII nodes linked by Hdnbpdc− and bipy (2D grid),"P-1; a=7.7438(15), b=10.058(2), c=13.769(3) Å, α=101.96(3)°, β=105.94(3)°, γ=104.09(3)°",,,not_reported,not_reported,,,10.1039/c2dt31378b,ok,
10.1039/c2dt31378b,downloaded\10.1039_c2dt31378b.pdf,SI downloaded\10.1039_c2dt31378b_SI.pdf,mof_json_store\10.1039_c2dt31378b\raw_output.json,mof_json_store\10.1039_c2dt31378b\synthesis_003.json,no,,,888404,Cd(CH3COO)2·2H2O,,"0.10 mmol, 0.024 g",0.1,mmol,nan,,,,,nan,,,,,"biphenyl-4,4'-dicarboxylic acid",H2dnbpdc,"0.10 mmol, 0.033 g",0.1,mmol,"4,4′-bipyridyl",bipy,"0.05 mmol, 0.008 g",0.05,mmol,,,,,,NaOH aqueous solution,,a drop of 0.1 M NaOH aqueous solution,,,,,,,,water,H2O,8 mL,8.0,,,,,180.0,180 °C,24.0,24 h,Teflon-lined autoclave,stirred 30 min + 2 h before heating,,,,,,blue block crystals,51.0,,,aqua-bridged Cu2(μ-OH2)2 nodes linked by dnbpdc2− and bipy (2D grid),"P-1; a=7.788(3), b=9.551(4), c=14.389(5) Å, α=101.446(5)°, β=105.298(5)°, γ=98.651(5)°",,,not_reported,not_reported,,,10.1039/c2dt31378b,ok,
10.1039/c2dt31378b,downloaded\10.1039_c2dt31378b.pdf,SI downloaded\10.1039_c2dt31378b_SI.pdf,mof_json_store\10.1039_c2dt31378b\raw_output.json,mof_json_store\10.1039_c2dt31378b\synthesis_004.json,no,,,888405,Cu(CH3COO)2·2H2O,,"0.15 mmol, 0.036 g",0.15,mmol,W12O40]5,,,,,nan,,,,,"biphenyl-4,4'-dicarboxylic acid",H2dnbpdc,"0.10 mmol, 0.033 g",0.1,mmol,"4,4′-bipyridyl",bipy,"0.05 mmol, 0.016 g",0.05,mmol,,,,,,NaOH aqueous solution,,a drop of 0.1 M NaOH aqueous solution,,,,,,,,water,H2O,8 mL,8.0,,,,,180.0,180 °C,24.0,24 h,Teflon-lined autoclave,stirred 2 h before heating,,,,,,green rod-shaped crystals,44.0,,,[Cu(OH)(COO)]n chains with μ3-OH and μ2-OH plus carboxylate bridges; 3D framework via dnbpdc2− and bipy,"P21/n; a=13.702(8), b=11.056(6), c=27.727(16) Å, β=95.026(8)°",,,not_reported,not_reported,,,10.1039/c2dt31378b,ok,
10.1039/c4ta04907a,downloaded\10.1039_c4ta04907a.pdf,SI downloaded\10.1039_c4ta04907a_SI.pdf,mof_json_store\10.1039_c4ta04907a\raw_output.json,mof_json_store\10.1039_c4ta04907a\synthesis_001.json,no,,MIL-101,,Nd(NO3)3·6H2O,,"8.0 g, 0.02 mol",20,mmol,nan,,,,,nan,,,,,terephthalic acid,BDC,"3.32 g, 0.02 mol",0.02,mol,,,,,,,,,,,tetramethylammonium hydroxide (TMAOH),,1.8 mL,1.8,mL,,,,,,water,H2O,100 mL,100.0,,,,,180.0,180 °C,24.0,24 h,Teflon vessel in digestion bomb (hydrothermal),,"deionized water, DMF, EtOH",copious amounts,150 °C under reduced pressure for 10 h,150.0,10.0,green powder,,,,Cr3O7+ trimer cluster,,,3070.0,not_reported,yes,,water_harvesting,10.1039/c4ta04907a,ok,
10.1039/c4ta04907a,downloaded\10.1039_c4ta04907a.pdf,SI downloaded\10.1039_c4ta04907a_SI.pdf,mof_json_store\10.1039_c4ta04907a\raw_output.json,mof_json_store\10.1039_c4ta04907a\synthesis_002.json,no,,MIL-101–pCOOH,,Cd(NO3)2·4H2O,,"138.6 mg, 0.88 mmol",0.88,mmol,nan,,,,,nan,,,,,terephthalic acid,BDC,"72.8 mg, 0.44 mmol",0.44,mmol,terephthalic acid,,"91.7 mg, 0.44 mmol",0.44,mmol,,,,,,tetramethylammonium hydroxide (TMAOH),,0.15 mL,0.15,mL,,,,,,water,H2O,7.0 mL,7.0,,,,,180.0,180 °C,96.0,96 h,23 mL Teflon vessel in digestion bomb (hydrothermal),,"DMF, EtOH",copious amounts,150 °C under reduced pressure for 10 h,150.0,10.0,green powder,,,,Cr3O7+ trimer cluster,,,2380.0,not_reported,yes,,water_harvesting,10.1039/c4ta04907a,ok,
10.1039/c4ta04907a,downloaded\10.1039_c4ta04907a.pdf,SI downloaded\10.1039_c4ta04907a_SI.pdf,mof_json_store\10.1039_c4ta04907a\raw_output.json,mof_json_store\10.1039_c4ta04907a\synthesis_003.json,no,,MIL-101–pCOOH,,ZnO,,"138.6 mg, 0.88 mmol",0.88,mmol,nan,,,,,nan,,,,,terephthalic acid,BDC,"54.6 mg, 0.33 mmol",0.33,mmol,terephthalic acid,,"114.6 mg, 0.55 mmol",0.55,mmol,,,,,,tetramethylammonium hydroxide (TMAOH),,0.15 mL,0.15,mL,,,,,,water,H2O,7.0 mL,7.0,,,,,180.0,180 °C,96.0,96 h,23 mL Teflon vessel in digestion bomb (hydrothermal),,"DMF, EtOH",copious amounts,150 °C under reduced pressure for 10 h,150.0,10.0,green powder,,,,Cr3O7+ trimer cluster,,,2110.0,not_reported,yes,,water_harvesting,10.1039/c4ta04907a,ok,
10.1021/acs.inorgchem.2c02072,downloaded\10.1021_acs.inorgchem.2c02072.pdf,SI downloaded\10.1021_acs.inorgchem.2c02072_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c02072\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c02072\synthesis_001.json,no,,"[Zn4(OH)2(BTMB)2(4,4′-Bipy)2]∞ (1)",2151496,Cd(CH3COO)2·2H2O,Zn(NO3)2·4H2O,"13.07 mg, 0.05 mmol",0.05,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tris(m-benzoic acid)",H3BTMB,"11 mg, 0.025 mmol",0.025,mmol,"4,4'-bipyridine","4,4′-Bipy","11.7 mg, 0.075 mmol",0.075,mmol,,,,,,sodium hydroxide (aqueous),NaOH,"0.01 M, 20 μL",0.0002,mmol,,,,,,"N,N-dimethylformamide",DMF,0.5 mL (of total 1 mL DMF/MeOH/H2O = 0.5:0.25:0.25),0.5,methanol,MeOH,0.25 mL (in mixture),0.25,100.0,ramp RT→100 °C over 4 h; hold at 100 °C,48.0,ramp 4 h; hold 100 °C for 48 h; cool to RT over 6 h,2-mL glass vial,,methanol,,degassed at 275 °C (Belsorp pretreatment) prior to adsorption measurements,275.0,,colorless flake-shaped crystals,76.0,,,Zn4(μ3-OH)2 cluster; Zn sites 4- and 6-coordinate,"a=11.2710(17), b=12.3581(17), c=14.4790(19), α=71.628(4), β=76.991(4), γ=89.104(6), P-1",,140.0,not_reported,yes,425.0,superhydrophobicity;ethylene separation,10.1021/acs.inorgchem.2c02072,ok,
10.1021/acs.inorgchem.2c02072,downloaded\10.1021_acs.inorgchem.2c02072.pdf,SI downloaded\10.1021_acs.inorgchem.2c02072_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c02072\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c02072\synthesis_002.json,no,,"[Cd4(OH)2(BTMB)2(4,4′-Bipy)3]∞ (2)",,Tb(NO3)3·5H2O,Cd(NO3)2·4H2O,"15.40 mg, 0.05 mmol",0.05,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tris(m-benzoic acid)",H3BTMB,"11 mg, 0.025 mmol",0.025,mmol,"4,4'-bipyridine","4,4′-Bipy","11.7 mg, 0.075 mmol",0.075,mmol,,,,,,sodium hydroxide (aqueous),NaOH,"0.01 M, 20 μL",0.0002,mmol,,,,,,"N,N-dimethylformamide",DMF,0.5 mL (of total 1 mL DMF/MeOH/H2O = 0.5:0.25:0.25),0.5,methanol,MeOH,0.25 mL (in mixture),0.25,100.0,ramp RT→100 °C over 4 h; hold at 100 °C,48.0,ramp 4 h; hold 100 °C for 48 h; cool to RT over 6 h,2-mL glass vial,,methanol,,,,,colorless block-shaped crystals,61.0,,,Cd4(μ3-OH)2 cluster; all Cd 6-coordinate,P21/c,,,not_reported,yes,400.0,superhydrophobicity,10.1021/acs.inorgchem.2c02072,ok,
10.1021/acs.inorgchem.2c04233,downloaded\10.1021_acs.inorgchem.2c04233.pdf,SI downloaded\10.1021_acs.inorgchem.2c04233_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c04233\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c04233\synthesis_001.json,no,,U66S0 (UiO-66),,Ag2O,ZrCl4,100 mg (0.43 mmol),0.43,mmol,nan,,,,,nan,,,,,terephthalic acid,BDC,71.4 mg (0.43 mmol),0.43,mmol,,,,,,,,,,,acetic acid,AcOH,4.123 g (160 equiv),,,,,,,,"N,N-dimethylformamide",DMF,16 mL,16.0,,,,,130.0,130 °C,36.0,36 h,Schlenk flask,static,"DMF, MeOH, DCM",DMF ×2; then solvent exchange,150 °C under vacuum for 12 h,150.0,12.0,,,,,,"a=20.7003(1) Å, cubic Fm-3m",,1241.0,not_reported,not_reported,,,10.1021/acs.inorgchem.2c04233,ok,
10.1021/acs.inorgchem.2c04233,downloaded\10.1021_acs.inorgchem.2c04233.pdf,SI downloaded\10.1021_acs.inorgchem.2c04233_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c04233\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c04233\synthesis_006.json,no,,U66S100 (UiO-66-(SH)2),,Ni(NO3)2·6H2O,ZrCl4,100 mg (0.43 mmol),0.43,mmol,nan,,,,,nan,,,,,"2,5-dimercaptoterephthalic acid",DMBD,,,,,,,,,,,,,,acetic acid,AcOH,160 equiv (relative to total linker),,,,,,,,"N,N-dimethylformamide",DMF,16 mL,16.0,,,,,130.0,130 °C,36.0,36 h,Schlenk flask,static,"DMF, MeOH, DCM",DMF ×2; then solvent exchange,120 °C under vacuum for 12 h,120.0,12.0,yellow powder,78.0,,,,"a=21.0239(1) Å, cubic F23",,525.0,not_reported,not_reported,,,10.1021/acs.inorgchem.2c04233,ok,
10.1021/jacs.8b06666,downloaded\10.1021_jacs.8b06666.pdf,SI downloaded\10.1021_jacs.8b06666_SI.pdf,mof_json_store\10.1021_jacs.8b06666\raw_output.json,mof_json_store\10.1021_jacs.8b06666\synthesis_001.json,yes,NH4OH base gave poorly crystalline product with impurities; using RA or HKH starting materials yielded no product or phases different from Cu3(C6O6)2.,Cu-HHB,,Cd(NO3)2·4H2O,,"26.6 mg, 0.33 mmol",0.33,mmol,Na(OH),,,,,nan,,,,,hexahydroxybenzene,HHB,"10 mg, 0.058 mmol",0.058,mmol,,,,,,,,,,,ethylenediamine (en),en,3 equiv to HHB,,,,,,,,water (degassed),H2O,10 mL total (5 mL metal solution + 5 mL linker solution),10.0,,,,,25,RT,1.0,1 h,,stirred (500 rpm),"H2O, acetone","H2O (50 mL × 2), acetone (25 mL × 2)",dried in 80 °C oven,80.0,,"dark navy, plate-like (sheet-like)",,,,"square-planar CuO4 nodes; 2D (2,3)-connected honeycomb; partially eclipsed stacking","a=13.1077, b=21.5920, c=5.9237 Å, Cmcm",,158.0,not_reported,not_reported,,,10.1021/jacs.8b06666,ok,
10.1021/jacs.8b06666,downloaded\10.1021_jacs.8b06666.pdf,SI downloaded\10.1021_jacs.8b06666_SI.pdf,mof_json_store\10.1021_jacs.8b06666\raw_output.json,mof_json_store\10.1021_jacs.8b06666\synthesis_003.json,yes,NH4OH base gave poorly crystalline product with impurities; using RA or HKH starting materials yielded no product or phases different from Cu3(C6O6)2.,Cu-THQ (Cu3(C6O6)2),,Mo12O40,,"532 mg, 2.29 mmol",2.29,mmol,Cu(CH3COO)2,,,,,nan,,,,,"tetrahydroxy-1,4-benzoquinone",THQ,"300 mg, 1.74 mmol",1.74,mmol,,,,,,,,,,,ethylenediamine (en),en,"0.23 mL, 3.45 mmol (~2 equiv to THQ)",3.45,mmol,,,,,,water (degassed),H2O,"200 mL total (100 mL metal/en solution + 100 mL linker solution), under N2",200.0,,,,,25,RT (under N2),12.0,12 h,,stirred (500 rpm),"H2O, acetone","H2O (100 mL × 2), acetone (25 mL × 2)",dried in 80 °C oven,80.0,,"dark navy, plate-like (sheet-like)",,,,"square-planar CuO4 nodes; 2D (2,3)-connected honeycomb; partially eclipsed stacking","a=13.1077, b=21.5920, c=5.9237 Å, Cmcm",,143.0,not_reported,not_reported,,,10.1021/jacs.8b06666,ok,
10.1021/cg901480y,downloaded\10.1021_cg901480y.pdf,SI downloaded\10.1021_cg901480y_SI.pdf,mof_json_store\10.1021_cg901480y\raw_output.json,mof_json_store\10.1021_cg901480y\synthesis_001.json,no,,,,EuCl3·6H2O,,"Cd(NO3)2·4H2O (37.2 mg, 0.12 mmol)",0.12,mmol,nan,,,,,nan,,,,,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene",L,"L (24.0 mg, 0.06 mmol)",0.06,mmol,"benzene-1,3,5-tricarboxylic acid",H3BTC,"H3BTC (16.8 mg, 0.08 mmol)",0.08,mmol,,,,,,sodium hydroxide,NaOH,"NaOH (9.6 mg, 0.24 mmol)",0.24,mmol,,,,,,deionized water,H2O,10 mL of deionized water,10.0,,,,,180.0,180 °C,72.0,72 h,Teflon-lined stainless steel autoclave (18 mL),,,,,,,colorless block crystals,59.0,,,"Cd2(OCO)2 binuclear SBU; 2D (4,4) net","triclinic, P1; a=9.3983(9) Å, b=9.6279(9) Å, c=12.6835(12) Å, α=88.790(2)°, β=69.0260(10)°, γ=66.031(2)°, V=968.78(16) Å3",,,not_reported,not_reported,360.0,luminescence,10.1021/cg901480y,ok,
10.1021/cg901480y,downloaded\10.1021_cg901480y.pdf,SI downloaded\10.1021_cg901480y_SI.pdf,mof_json_store\10.1021_cg901480y\raw_output.json,mof_json_store\10.1021_cg901480y\synthesis_002.json,no,,,,Ag(NO3),,"Cd(NO3)2·4H2O (37.2 mg, 0.12 mmol)",0.12,mmol,Pb(CH3COO)2·2H2O,,,,,nan,,,,,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene",L,"L (24.0 mg, 0.06 mmol)",0.06,mmol,"1,3,5-benzenetriacetic acid",H3BTA,"H3BTA (20.0 mg, 0.08 mmol)",0.08,mmol,,,,,,sodium hydroxide,NaOH,"NaOH (9.6 mg, 0.24 mmol)",0.24,mmol,,,,,,deionized water,H2O,10 mL of deionized water,10.0,,,,,180.0,180 °C,72.0,72 h,Teflon-lined stainless steel autoclave (18 mL),,ethanol,several times,,,,colorless block crystals,63.0,,,"Cd3O2 trinuclear unit; (3,6)-connected Cd-BTA net","monoclinic, C2/c; a=17.9766(16) Å, b=14.0971(16) Å, c=20.086(2) Å, β=101.539(3)°, V=4987.2(9) Å3",,,not_reported,not_reported,330.0,luminescence,10.1021/cg901480y,ok,
10.1021/cg901480y,downloaded\10.1021_cg901480y.pdf,SI downloaded\10.1021_cg901480y_SI.pdf,mof_json_store\10.1021_cg901480y\raw_output.json,mof_json_store\10.1021_cg901480y\synthesis_003.json,no,,,,Cd(NO3)2·4H2O,,"Cd(NO3)2·4H2O (37.2 mg, 0.12 mmol)",0.12,mmol,nan,,,,,nan,,,,,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene",L,"L (24.0 mg, 0.06 mmol)",0.06,mmol,"1,2,4,5-benzenetetracarboxylic acid",H4BTEC,"H4BTEC (15.0 mg, 0.06 mmol)",0.06,mmol,,,,,,sodium hydroxide,NaOH,"NaOH (9.6 mg, 0.24 mmol)",0.24,mmol,,,,,,deionized water,H2O,10 mL of deionized water,10.0,,,,,180.0,180 °C,72.0,72 h,Teflon-lined stainless steel autoclave (18 mL),,ethanol,several times,,,,colorless block crystals,51.0,,,"Cd2O2 subunits; trinodal (4,6)-connected net","monoclinic, C2/c; a=20.010(2) Å, b=17.6976(18) Å, c=14.6712(14) Å, β=118.955(2)°, V=4545.9(8) Å3",,,not_reported,not_reported,370.0,luminescence,10.1021/cg901480y,ok,
10.1021/cg901480y,downloaded\10.1021_cg901480y.pdf,SI downloaded\10.1021_cg901480y_SI.pdf,mof_json_store\10.1021_cg901480y\raw_output.json,mof_json_store\10.1021_cg901480y\synthesis_004.json,no,,,,Cu(NO3)2,,"Zn(NO3)2·6H2O (35.6 mg, 0.12 mmol)",0.12,mmol,nan,,,,,nan,,,,,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene",L,"L (24.0 mg, 0.06 mmol)",0.06,mmol,"benzene-1,3,5-tricarboxylic acid",H3BTC,"H3BTC (16.8 mg, 0.08 mmol)",0.08,mmol,,,,,,sodium hydroxide,NaOH,"NaOH (9.6 mg, 0.24 mmol)",0.24,mmol,,,,,,deionized water,H2O,10 mL of deionized water,10.0,,,,,180.0,180 °C,72.0,72 h,Teflon-lined stainless steel autoclave (18 mL),,ethanol,several times,,,,colorless block crystals,48.0,,,Mixed Zn1 (tetra-) and Zn2 (octa-) nodes; Zn-BTC 1D double-chain,"monoclinic, C2/c; a=27.573(3) Å, b=11.0654(12) Å, c=16.6196(18) Å, β=119.188(2)°, V=4426.9(8) Å3",,,not_reported,not_reported,450.0,luminescence,10.1021/cg901480y,ok,
10.1021/cg901480y,downloaded\10.1021_cg901480y.pdf,SI downloaded\10.1021_cg901480y_SI.pdf,mof_json_store\10.1021_cg901480y\raw_output.json,mof_json_store\10.1021_cg901480y\synthesis_005.json,no,,,,Cd(NO3)2·4H2O,,"Zn(NO3)2·6H2O (35.6 mg, 0.12 mmol)",0.12,mmol,nan,,,,,nan,,,,,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene",L,"L (24.0 mg, 0.06 mmol)",0.06,mmol,"1,3,5-benzenetriacetic acid",H3BTA,"H3BTA (20.0 mg, 0.08 mmol)",0.08,mmol,,,,,,sodium hydroxide,NaOH,"NaOH (9.6 mg, 0.24 mmol)",0.24,mmol,,,,,,deionized water,H2O,10 mL of deionized water,10.0,,,,,180.0,180 °C,72.0,72 h,Teflon-lined stainless steel autoclave (18 mL),,ethanol,several times,,,,colorless block crystals,58.0,,,"Hydroxo-bridged Zn2O dimer nodes; (3,4,5)-connected net","triclinic, P1; a=9.9236(13) Å, b=11.6713(15) Å, c=11.9072(16) Å, α=98.271(2)°, β=109.803(1)°, γ=99.816(2)°, V=1248.0(3) Å3",,,not_reported,not_reported,315.0,luminescence,10.1021/cg901480y,ok,
10.1039/b811725j,downloaded\10.1039_b811725j.pdf,,mof_json_store\10.1039_b811725j\raw_output.json,mof_json_store\10.1039_b811725j\synthesis_001.json,yes,Direct hydrothermal Mn(II) with H2tbip or H2mip gave precipitates or microcrystalline products unsuitable for single-crystal XRD.,,,Co(NO3)2·6H2O,,"0.098 mmol, 24.1 mg",0.098,mmol,nan,,,,,nan,,,,,5-tert-butyl isophthalic acid,H2tbip,"0.104 mmol, 23.2 mg",,,"4,4'-bipyridine",bipy,"0.083 mmol, 15.9 mg",,,,,,,,potassium hydroxide,KOH,"0.10 mmol, 5.6 mg",,,,,,,,water,H2O,16 mL,16.0,,,,,130.0,130 °C,72.0,3 d,Teflon-lined stainless steel vessel,static,,,,,,yellow block crystals,31.0,,rob,carboxylate-bridged Mn2 dimer nodes (6-connected),,,,yes,not_reported,380.0,,10.1039/b811725j,ok,
